City,State,Shape,Sight_day,Sight_month,Sight_time,Sight_date,Sight_weekday
Bend,OR,Light,26,2,05:20:00,2017-02-26,Domingo
Chicago,IL,Light,25,2,23:27:00,2017-02-25,Sábado
Sandy,UT,Circle,25,2,22:10:00,2017-02-25,Sábado
Albany (near),OR,Rectangle,25,2,21:30:00,2017-02-25,Sábado
Las Vegas,NV,Circle,25,2,21:00:00,2017-02-25,Sábado
Canton,GA,Cigar,25,2,21:00:00,2017-02-25,Sábado
Glendive,MT,Light,25,2,21:00:00,2017-02-25,Sábado
Orlando,FL,Formation,25,2,19:35:00,2017-02-25,Sábado
Highland,KS,Light,25,2,19:15:00,2017-02-25,Sábado
Florence,KY,Sphere,25,2,19:00:00,2017-02-25,Sábado
Longmont,CO,Oval,25,2,18:45:00,2017-02-25,Sábado
Long Beach,CA,Oval,25,2,18:15:00,2017-02-25,Sábado
Mesa,AZ,Sphere,25,2,14:16:00,2017-02-25,Sábado
Elk Grove,CA,Circle,25,2,10:00:00,2017-02-25,Sábado
Fall Creek,OR,Sphere,25,2,04:45:00,2017-02-25,Sábado
Beacon,NY,Light,24,2,23:42:00,2017-02-24,Sexta-feira
Omaha,NE,Rectangle,24,2,23:00:00,2017-02-24,Sexta-feira
winter harbor,ME,Light,24,2,22:40:00,2017-02-24,Sexta-feira
Nampa,ID,Circle,24,2,22:15:00,2017-02-24,Sexta-feira
Bridgeport,CT,Circle,24,2,21:00:00,2017-02-24,Sexta-feira
Bridgeport,CT,Circle,24,2,21:00:00,2017-02-24,Sexta-feira
Port Saint Lucie,FL,Circle,24,2,20:45:00,2017-02-24,Sexta-feira
Ravenna,OH,Oval,24,2,20:30:00,2017-02-24,Sexta-feira
Santa Fe,NM,Fireball,24,2,20:30:00,2017-02-24,Sexta-feira
Payson,AZ,Other,24,2,20:30:00,2017-02-24,Sexta-feira
Uniontown,PA,Circle,24,2,20:00:00,2017-02-24,Sexta-feira
Brockton,MA,Circle,24,2,20:00:00,2017-02-24,Sexta-feira
Bennington,VT,Light,24,2,20:00:00,2017-02-24,Sexta-feira
Buckeye/Litchfield Park,AZ,Circle,24,2,19:40:00,2017-02-24,Sexta-feira
Dallas,TX,Light,24,2,03:00:00,2017-02-24,Sexta-feira
Dallas,TX,Light,24,2,03:00:00,2017-02-24,Sexta-feira
Fort Lauderdale,FL,Fireball,23,2,00:00:00,2017-02-23,Quinta-feira
Chattanooga,TN,Sphere,23,2,22:00:00,2017-02-23,Quinta-feira
Hiram,GA,Light,23,2,21:00:00,2017-02-23,Quinta-feira
Hamilton,MS,Sphere,23,2,21:00:00,2017-02-23,Quinta-feira
West Valley City,UT,Sphere,23,2,20:30:00,2017-02-23,Quinta-feira
Rosendale,NY,Sphere,23,2,19:50:00,2017-02-23,Quinta-feira
Greenfield Twp,PA,Circle,23,2,19:40:00,2017-02-23,Quinta-feira
Philadelphia,PA,Changing,23,2,18:43:00,2017-02-23,Quinta-feira
Eaton,CO,Circle,23,2,18:00:00,2017-02-23,Quinta-feira
Clarksville,TN,Disk,23,2,17:30:00,2017-02-23,Quinta-feira
Albuquerque,NM,Flash,23,2,15:10:00,2017-02-23,Quinta-feira
Bensalem,PA,Other,23,2,13:00:00,2017-02-23,Quinta-feira
Abingdon,MD,Sphere,23,2,12:00:00,2017-02-23,Quinta-feira
Brook Park,OH,Flash,23,2,05:45:00,2017-02-23,Quinta-feira
Festus,MO,Oval,23,2,00:37:00,2017-02-23,Quinta-feira
Syracuse,NY,Other,23,2,00:00:00,2017-02-23,Quinta-feira
Tucson,AZ,Changing,22,2,21:47:00,2017-02-22,Quarta-feira
Harrisburg,PA,Other,22,2,21:09:00,2017-02-22,Quarta-feira
Whitefish,MT,Light,22,2,21:00:00,2017-02-22,Quarta-feira
Casco,ME,Light,22,2,19:45:00,2017-02-22,Quarta-feira
Fremont,NJ,Light,22,2,19:30:00,2017-02-22,Quarta-feira
Swanville,ME,Light,22,2,19:30:00,2017-02-22,Quarta-feira
Dothan,AL,Circle,22,2,19:19:00,2017-02-22,Quarta-feira
Windsor,VT,Circle,22,2,19:00:00,2017-02-22,Quarta-feira
Waukesha,WI,Oval,22,2,19:00:00,2017-02-22,Quarta-feira
Marietta,OH,Fireball,21,2,22:45:00,2017-02-21,Terça-feira
Nampa,ID,Disk,21,2,21:00:00,2017-02-21,Terça-feira
Phoenix,AZ,Light,21,2,20:00:00,2017-02-21,Terça-feira
Nederland,CO,Fireball,21,2,19:00:00,2017-02-21,Terça-feira
Simpsonville,SC,Oval,21,2,19:00:00,2017-02-21,Terça-feira
Sun City West,AZ,Other,21,2,11:40:00,2017-02-21,Terça-feira
Peoria,AZ,Formation,21,2,11:15:00,2017-02-21,Terça-feira
Basehor,KS,Light,21,2,07:00:00,2017-02-21,Terça-feira
Newton,IA,Triangle,21,2,01:00:00,2017-02-21,Terça-feira
Roswell,GA,Oval,20,2,21:30:00,2017-02-20,Segunda-feira
Stacy,MN,Circle,20,2,21:00:00,2017-02-20,Segunda-feira
Tucson,AZ,Light,20,2,21:00:00,2017-02-20,Segunda-feira
Porter township,PA,Light,20,2,20:50:00,2017-02-20,Segunda-feira
Chicago,IL,Light,20,2,20:11:00,2017-02-20,Segunda-feira
Parachute,CO,Oval,20,2,20:10:00,2017-02-20,Segunda-feira
Butte,MT,Triangle,20,2,20:00:00,2017-02-20,Segunda-feira
Merritt Island,FL,Circle,20,2,19:20:00,2017-02-20,Segunda-feira
East Haven,CT,Triangle,20,2,18:40:00,2017-02-20,Segunda-feira
Chambersburg,PA,Circle,20,2,18:30:00,2017-02-20,Segunda-feira
Cuyahoga Falls,OH,Light,19,2,23:05:00,2017-02-19,Domingo
Lindenwold,NJ,Changing,19,2,23:00:00,2017-02-19,Domingo
Toledo,OH,Other,19,2,22:50:00,2017-02-19,Domingo
Memphis,TN,Flash,19,2,22:04:00,2017-02-19,Domingo
South Dennis,MA,Sphere,19,2,22:00:00,2017-02-19,Domingo
Hays,MT,Oval,19,2,20:58:00,2017-02-19,Domingo
Queensbury,NY,Circle,19,2,20:00:00,2017-02-19,Domingo
Tacoma,WA,Triangle,19,2,19:50:00,2017-02-19,Domingo
Bushkill Township,PA,Light,19,2,19:30:00,2017-02-19,Domingo
Siler City,NC,Sphere,19,2,19:30:00,2017-02-19,Domingo
Mananlapan,NJ,Light,19,2,17:45:00,2017-02-19,Domingo
Shrewsbury,MA,Light,19,2,14:00:00,2017-02-19,Domingo
Penfield,NY,Circle,19,2,12:15:00,2017-02-19,Domingo
St. Petersburg,FL,Sphere,19,2,11:00:00,2017-02-19,Domingo
New York City (Brooklyn),NY,Light,19,2,07:30:00,2017-02-19,Domingo
Londonderry,NH,Triangle,19,2,04:12:00,2017-02-19,Domingo
St. Paul,MN,Circle,19,2,04:00:00,2017-02-19,Domingo
Germantown,MD,Other,18,2,22:55:00,2017-02-18,Sábado
Sawyer,MI,Formation,18,2,22:30:00,2017-02-18,Sábado
Apple valley,MN,Circle,18,2,22:00:00,2017-02-18,Sábado
Sioux Falls,SD,Sphere,18,2,21:00:00,2017-02-18,Sábado
Buford,WY,Circle,18,2,20:45:00,2017-02-18,Sábado
Buford,WY,Circle,18,2,20:45:00,2017-02-18,Sábado
Skokie,IL,Circle,18,2,20:15:00,2017-02-18,Sábado
Colorado Springs,CO,Other,18,2,19:10:00,2017-02-18,Sábado
Glendale Heights,IL,Light,18,2,19:00:00,2017-02-18,Sábado
Chanhassen (east of),MN,Circle,18,2,19:00:00,2017-02-18,Sábado
Hartford,ME,Light,18,2,18:00:00,2017-02-18,Sábado
Glendale Heights,IL,Light,18,2,18:00:00,2017-02-18,Sábado
MckeesRocksr,PA,Disk,18,2,06:00:00,2017-02-18,Sábado
NSL  ((North Salt Lake??)),UT,Oval,18,2,04:00:00,2017-02-18,Sábado
Raymore,MO,Flash,18,2,03:00:00,2017-02-18,Sábado
Gettysburg,PA,Circle,18,2,00:00:00,2017-02-18,Sábado
Tacoma,WA,Formation,17,2,23:50:00,2017-02-17,Sexta-feira
Millvale,PA,Fireball,17,2,23:27:00,2017-02-17,Sexta-feira
Billings,MT,Circle,17,2,23:20:00,2017-02-17,Sexta-feira
Moon Township/clinton,PA,Fireball,17,2,22:15:00,2017-02-17,Sexta-feira
Irving,TX,Light,17,2,20:40:00,2017-02-17,Sexta-feira
Holstein,IA,Light,17,2,20:30:00,2017-02-17,Sexta-feira
Fairbanks,AK,Circle,17,2,20:07:00,2017-02-17,Sexta-feira
"Panama City beach,east",FL,Fireball,17,2,19:00:00,2017-02-17,Sexta-feira
Longmont,CO,Oval,17,2,18:45:00,2017-02-17,Sexta-feira
Florence,SC,Oval,17,2,15:20:00,2017-02-17,Sexta-feira
Bryan,TX,Oval,17,2,08:30:00,2017-02-17,Sexta-feira
Johnson City,NY,Oval,16,2,23:30:00,2017-02-16,Quinta-feira
Holland,MI,Flash,16,2,22:30:00,2017-02-16,Quinta-feira
Longview,TX,Light,16,2,21:00:00,2017-02-16,Quinta-feira
Indio,CA,Sphere,16,2,20:45:00,2017-02-16,Quinta-feira
Social Circle,GA,Triangle,16,2,20:00:00,2017-02-16,Quinta-feira
Milwaukee,WI,Circle,16,2,20:00:00,2017-02-16,Quinta-feira
Bartlesville,OK,Formation,16,2,19:48:00,2017-02-16,Quinta-feira
Santa Fe/Eldorado,NM,Circle,16,2,19:00:00,2017-02-16,Quinta-feira
Mt. Orab,OH,Fireball,16,2,19:00:00,2017-02-16,Quinta-feira
Grifton,NC,Other,16,2,18:30:00,2017-02-16,Quinta-feira
Costa Mesa,CA,Circle,16,2,18:00:00,2017-02-16,Quinta-feira
Winterville,NC,Sphere,16,2,17:09:00,2017-02-16,Quinta-feira
Paducah,KY,Cigar,16,2,16:30:00,2017-02-16,Quinta-feira
Grifton,NC,Sphere,16,2,16:30:00,2017-02-16,Quinta-feira
Wichita,KS,Other,16,2,16:00:00,2017-02-16,Quinta-feira
Camarillo,CA,Light,16,2,10:30:00,2017-02-16,Quinta-feira
Maycomb,AL,Disk,16,2,07:18:00,2017-02-16,Quinta-feira
Yuma,AZ,Light,16,2,07:00:00,2017-02-16,Quinta-feira
Caledonia (Village of)),WI,Changing,16,2,07:00:00,2017-02-16,Quinta-feira
Bushkill,PA,Light,16,2,06:15:00,2017-02-16,Quinta-feira
Greer,SC,Light,15,2,23:30:00,2017-02-15,Quarta-feira
The Villages,FL,Light,15,2,23:15:00,2017-02-15,Quarta-feira
National City,CA,Light,15,2,22:00:00,2017-02-15,Quarta-feira
Hopulikit,GA,Light,15,2,21:12:00,2017-02-15,Quarta-feira
Prescott Valley,AZ,Light,15,2,21:10:00,2017-02-15,Quarta-feira
Wichita,KS,Other,15,2,21:00:00,2017-02-15,Quarta-feira
Lava Hot Springs,ID,Light,15,2,20:30:00,2017-02-15,Quarta-feira
Shawnee,KS,Triangle,15,2,20:00:00,2017-02-15,Quarta-feira
Austin,NV,Triangle,15,2,20:00:00,2017-02-15,Quarta-feira
Jersey City,NJ,Sphere,15,2,20:00:00,2017-02-15,Quarta-feira
Shawnee,KS,Triangle,15,2,20:00:00,2017-02-15,Quarta-feira
Harper,TX,Light,15,2,19:50:00,2017-02-15,Quarta-feira
Harper,TX,Light,15,2,19:50:00,2017-02-15,Quarta-feira
Chillicothe,OH,Triangle,15,2,19:50:00,2017-02-15,Quarta-feira
Bethel,OH,Light,15,2,19:40:00,2017-02-15,Quarta-feira
Aberdeen,NC,Light,15,2,19:25:00,2017-02-15,Quarta-feira
Wichita,KS,Circle,15,2,19:00:00,2017-02-15,Quarta-feira
Cape Girardeau,MO,Light,15,2,18:48:00,2017-02-15,Quarta-feira
Independence,KY,Sphere,15,2,02:00:00,2017-02-15,Quarta-feira
Goodyear,AZ,Other,14,2,23:00:00,2017-02-14,Terça-feira
Redlands,CA,Changing,14,2,22:00:00,2017-02-14,Terça-feira
Torrance,CA,Light,14,2,21:00:00,2017-02-14,Terça-feira
Claremont,CA,Other,14,2,20:00:00,2017-02-14,Terça-feira
Bethlehem,PA,Fireball,14,2,19:35:00,2017-02-14,Terça-feira
Savannah,GA,Circle,14,2,19:30:00,2017-02-14,Terça-feira
Vancouver,WA,Triangle,14,2,19:30:00,2017-02-14,Terça-feira
Portland,OR,Sphere,14,2,17:53:00,2017-02-14,Terça-feira
Los Angeles,CA,Light,14,2,06:32:00,2017-02-14,Terça-feira
Roseville,CA,Light,14,2,06:20:00,2017-02-14,Terça-feira
Auburn,NY,Other,14,2,06:20:00,2017-02-14,Terça-feira
Turlock,CA,Light,14,2,06:20:00,2017-02-14,Terça-feira
Pioneer,CA,Sphere,14,2,06:20:00,2017-02-14,Terça-feira
West Lake Village,CA,Circle,14,2,06:19:00,2017-02-14,Terça-feira
Hollister,CA,Light,14,2,06:15:00,2017-02-14,Terça-feira
Stafford,VA,Light,14,2,03:30:00,2017-02-14,Terça-feira
Kelso,WA,Light,14,2,01:15:00,2017-02-14,Terça-feira
Lexington,KY,Oval,14,2,01:00:00,2017-02-14,Terça-feira
Goodyear,AZ,Other,14,2,00:00:00,2017-02-14,Terça-feira
Morton,IL,Circle,13,2,23:00:00,2017-02-13,Segunda-feira
Franklin,NH,Triangle,13,2,22:00:00,2017-02-13,Segunda-feira
Alcester,SD,Sphere,13,2,22:00:00,2017-02-13,Segunda-feira
Concord - Penecook,NH,Fireball,13,2,21:30:00,2017-02-13,Segunda-feira
Highlands,NC,Sphere,13,2,21:15:00,2017-02-13,Segunda-feira
New York City,NY,Light,13,2,21:15:00,2017-02-13,Segunda-feira
Wall,NJ,Fireball,13,2,21:10:00,2017-02-13,Segunda-feira
Franklin,MA,Sphere,13,2,21:05:00,2017-02-13,Segunda-feira
Ludlow,KY,Sphere,13,2,21:00:00,2017-02-13,Segunda-feira
Medina,OH,Rectangle,13,2,20:00:00,2017-02-13,Segunda-feira
Capitola,CA,Sphere,13,2,20:00:00,2017-02-13,Segunda-feira
Watsonville,CA,Sphere,13,2,20:00:00,2017-02-13,Segunda-feira
Mt. Orab,OH,Light,13,2,19:30:00,2017-02-13,Segunda-feira
Brick,NJ,Light,13,2,18:40:00,2017-02-13,Segunda-feira
Park City,UT,Triangle,13,2,09:20:00,2017-02-13,Segunda-feira
Detroit,MI,Triangle,13,2,01:08:00,2017-02-13,Segunda-feira
Richland,WA,Circle,12,2,22:53:00,2017-02-12,Domingo
Apache Junction,AZ,Light,12,2,22:15:00,2017-02-12,Domingo
Mokuliea,HI,Changing,12,2,21:30:00,2017-02-12,Domingo
Tigard,OR,Other,12,2,20:30:00,2017-02-12,Domingo
Peoria,AZ,Circle,12,2,20:30:00,2017-02-12,Domingo
Winter Haven,FL,Circle,12,2,20:00:00,2017-02-12,Domingo
Wausau,WI,Light,12,2,19:00:00,2017-02-12,Domingo
King,NC,Sphere,12,2,19:00:00,2017-02-12,Domingo
Saint Paul,MN,Circle,12,2,18:45:00,2017-02-12,Domingo
Palm Harbor,FL,Light,12,2,18:03:00,2017-02-12,Domingo
Torrance,CA,Light,12,2,15:45:00,2017-02-12,Domingo
Valencia,CA,Triangle,12,2,15:00:00,2017-02-12,Domingo
Winter Springs,FL,Cigar,12,2,08:30:00,2017-02-12,Domingo
Lithia,FL,Fireball,12,2,02:45:00,2017-02-12,Domingo
Brook Park,MN,Other,12,2,01:30:00,2017-02-12,Domingo
Rancho Palos Verdes,CA,Triangle,12,2,01:25:00,2017-02-12,Domingo
Anoka,MN,Light,11,2,21:50:00,2017-02-11,Sábado
Wausau,WI,Circle,11,2,21:15:00,2017-02-11,Sábado
Fuquay Varina,NC,Circle,11,2,21:00:00,2017-02-11,Sábado
Stevensville,MT,Light,11,2,20:00:00,2017-02-11,Sábado
Sarasota,FL,Circle,11,2,19:38:00,2017-02-11,Sábado
Amite,LA,Circle,11,2,19:09:00,2017-02-11,Sábado
Saint Petersburg,FL,Light,11,2,19:00:00,2017-02-11,Sábado
Saint Petersburg,FL,Light,11,2,19:00:00,2017-02-11,Sábado
Bozeman,MT,Other,11,2,18:35:00,2017-02-11,Sábado
Lawrence,KS,Triangle,11,2,18:31:00,2017-02-11,Sábado
Summerdale,AL,Light,11,2,17:20:00,2017-02-11,Sábado
Pasadena,MD,Triangle,11,2,15:00:00,2017-02-11,Sábado
Ames,IA,Triangle,11,2,14:45:00,2017-02-11,Sábado
Port Orchard,WA,Formation,11,2,01:00:00,2017-02-11,Sábado
Ft. Lauderdale,FL,Sphere,10,2,20:18:00,2017-02-10,Sexta-feira
Hollywood,CA,Changing,10,2,19:00:00,2017-02-10,Sexta-feira
New Kent,VA,Light,10,2,18:35:00,2017-02-10,Sexta-feira
Howell,MI,Fireball,10,2,10:15:00,2017-02-10,Sexta-feira
Adel,IA,Light,9,2,20:30:00,2017-02-09,Quinta-feira
Johnson City,TN,Circle,9,2,20:00:00,2017-02-09,Quinta-feira
Bridgeton,MO,Formation,9,2,18:00:00,2017-02-09,Quinta-feira
Red Bank,NJ,Flash,9,2,10:40:00,2017-02-09,Quinta-feira
Valdosta,GA,Circle,9,2,05:15:00,2017-02-09,Quinta-feira
Fredericksburg,VA,Disk,9,2,03:20:00,2017-02-09,Quinta-feira
Columbia,CT,Fireball,9,2,00:00:00,2017-02-09,Quinta-feira
Youngstown,OH,Fireball,9,2,00:00:00,2017-02-09,Quinta-feira
Kirkland,IL,Light,8,2,21:30:00,2017-02-08,Quarta-feira
Avondale,AZ,Light,8,2,21:30:00,2017-02-08,Quarta-feira
Naples,FL,Light,8,2,20:45:00,2017-02-08,Quarta-feira
North Myrtle Beach,SC,Light,8,2,20:40:00,2017-02-08,Quarta-feira
Espanola,NM,Sphere,8,2,20:35:00,2017-02-08,Quarta-feira
Liberty Hill,TX,Oval,8,2,05:30:00,2017-02-08,Quarta-feira
Tallahassee,FL,Changing,8,2,03:00:00,2017-02-08,Quarta-feira
Land O'Lakes,FL,Light,7,2,23:15:00,2017-02-07,Terça-feira
Bay St. Louis,MS,Oval,7,2,21:47:00,2017-02-07,Terça-feira
Tucson,AZ,Other,7,2,21:30:00,2017-02-07,Terça-feira
Nampa,ID,Triangle,7,2,21:30:00,2017-02-07,Terça-feira
Melba,ID,Oval,7,2,21:29:00,2017-02-07,Terça-feira
Port Orchard,WA,Light,7,2,19:45:00,2017-02-07,Terça-feira
Macon,GA,Other,7,2,19:20:00,2017-02-07,Terça-feira
Macon,GA,Other,7,2,19:20:00,2017-02-07,Terça-feira
Huntington,WV,Circle,7,2,11:15:00,2017-02-07,Terça-feira
Albuquerque,NM,Disk,6,2,22:30:00,2017-02-06,Segunda-feira
St. Petersburg,FL,Other,6,2,21:00:00,2017-02-06,Segunda-feira
Salisbury,MD,Other,6,2,20:15:00,2017-02-06,Segunda-feira
"Panama City Beach,  gulf",FL,Cigar,6,2,18:09:00,2017-02-06,Segunda-feira
Portland,OR,Light,6,2,18:00:00,2017-02-06,Segunda-feira
Whitehall,MI,Flash,6,2,02:35:00,2017-02-06,Segunda-feira
Minneapolis,MN,Light,6,2,02:30:00,2017-02-06,Segunda-feira
Oak Lawn,IL,Fireball,6,2,01:15:00,2017-02-06,Segunda-feira
Redway,CA,Flash,6,2,00:13:00,2017-02-06,Segunda-feira
Lancaster,PA,Sphere,6,2,00:10:00,2017-02-06,Segunda-feira
Athens,MI,Triangle,5,2,23:25:00,2017-02-05,Domingo
Rivera Maya,NM,Light,5,2,22:30:00,2017-02-05,Domingo
Chicago,IL,Circle,5,2,22:05:00,2017-02-05,Domingo
Carmine,TX,Sphere,5,2,21:48:00,2017-02-05,Domingo
Village of Caledonia,WI,Changing,5,2,21:30:00,2017-02-05,Domingo
Clinton,TN,Circle,5,2,21:00:00,2017-02-05,Domingo
Manalapan,NJ,Changing,5,2,19:00:00,2017-02-05,Domingo
Santee,CA,Circle,5,2,19:00:00,2017-02-05,Domingo
Bend,OR,Formation,5,2,19:00:00,2017-02-05,Domingo
Clarksville,TN,Oval,5,2,18:30:00,2017-02-05,Domingo
Madison,WI,Circle,5,2,12:00:00,2017-02-05,Domingo
Sahuarita,AZ,Triangle,5,2,01:35:00,2017-02-05,Domingo
Queen Creek,AZ,Changing,4,2,17:53:00,2017-02-04,Sábado
Somerville,MA,Other,4,2,17:00:00,2017-02-04,Sábado
Marshall,MN,Sphere,4,2,17:00:00,2017-02-04,Sábado
Cape May Court House,NJ,Light,4,2,15:50:00,2017-02-04,Sábado
Rancho Palos Verdes,CA,Light,4,2,03:24:00,2017-02-04,Sábado
Lake Worth,FL,Circle,3,2,21:35:00,2017-02-03,Sexta-feira
Walker,LA,Other,3,2,21:30:00,2017-02-03,Sexta-feira
Hutto,TX,Formation,3,2,21:00:00,2017-02-03,Sexta-feira
Sarasota,FL,Circle,3,2,20:33:00,2017-02-03,Sexta-feira
Louisville,KY,Circle,3,2,20:30:00,2017-02-03,Sexta-feira
Phoenix,AZ,Light,3,2,20:00:00,2017-02-03,Sexta-feira
Gambrills,MD,Light,3,2,20:00:00,2017-02-03,Sexta-feira
Flagler Beach,FL,Triangle,3,2,19:00:00,2017-02-03,Sexta-feira
Flagler,FL,Triangle,3,2,18:44:00,2017-02-03,Sexta-feira
Flagler Beach,FL,Triangle,3,2,18:35:00,2017-02-03,Sexta-feira
Webster,WI,Light,3,2,17:30:00,2017-02-03,Sexta-feira
St. Charles,MO,Other,3,2,10:23:00,2017-02-03,Sexta-feira
Bristol,RI,Triangle,3,2,01:00:00,2017-02-03,Sexta-feira
Indianapolis,IN,Disk,3,2,00:00:00,2017-02-03,Sexta-feira
Howell,NJ,Triangle,2,2,22:00:00,2017-02-02,Quinta-feira
Mesa,AZ,Light,2,2,20:00:00,2017-02-02,Quinta-feira
Kailua,HI,Light,2,2,19:00:00,2017-02-02,Quinta-feira
Mobile,AL,Fireball,2,2,18:30:00,2017-02-02,Quinta-feira
Fulton,NY,Sphere,2,2,16:00:00,2017-02-02,Quinta-feira
Buffalo,NY,Light,2,2,12:45:00,2017-02-02,Quinta-feira
Harrington,WA,Oval,2,2,01:35:00,2017-02-02,Quinta-feira
Eureka,MO,Disk,1,2,00:00:00,2017-02-01,Quarta-feira
Williamsville,NY,Light,1,2,23:43:00,2017-02-01,Quarta-feira
Dawsonville,GA,Circle,1,2,23:00:00,2017-02-01,Quarta-feira
Tempe,AZ,Light,1,2,22:50:00,2017-02-01,Quarta-feira
Fort Leonard Wood,MO,Disk,1,2,22:15:00,2017-02-01,Quarta-feira
Arvada,CO,Formation,1,2,20:00:00,2017-02-01,Quarta-feira
Angola,NY,Light,1,2,20:00:00,2017-02-01,Quarta-feira
Azusa,CA,Changing,1,2,19:40:00,2017-02-01,Quarta-feira
Jacksonville,FL,Other,1,2,18:30:00,2017-02-01,Quarta-feira
Abington,MA,Sphere,1,2,17:30:00,2017-02-01,Quarta-feira
Helena,AR,Light,1,2,15:00:00,2017-02-01,Quarta-feira
not sure,AZ,Oval,1,2,12:00:00,2017-02-01,Quarta-feira
Greer,SC,Light,1,2,11:30:00,2017-02-01,Quarta-feira
Los Angeles/Sherman Oaks,CA,Light,1,2,09:12:00,2017-02-01,Quarta-feira
Chicago,IL,Light,1,2,06:00:00,2017-02-01,Quarta-feira
Dubuque,IA,Disk,1,2,05:05:00,2017-02-01,Quarta-feira
North Myrtle Beach,SC,Triangle,31,3,22:30:00,2017-03-31,Sexta-feira
Woodinvile,WA,Circle,31,3,20:25:00,2017-03-31,Sexta-feira
Lawrence,KS,Light,31,3,19:00:00,2017-03-31,Sexta-feira
Seal Beach,CA,Flash,31,3,02:26:00,2017-03-31,Sexta-feira
Baltimore,MD,Light,30,3,20:10:00,2017-03-30,Quinta-feira
Grand Rapids,MI,Light,30,3,19:30:00,2017-03-30,Quinta-feira
Amherst,MA,Sphere,30,3,03:30:00,2017-03-30,Quinta-feira
Granbury,TX,Triangle,30,3,01:39:00,2017-03-30,Quinta-feira
Orleans,MA,Fireball,30,3,01:00:00,2017-03-30,Quinta-feira
Indian Shores,FL,Light,29,3,23:40:00,2017-03-29,Quarta-feira
Allendale,MI,Circle,29,3,23:30:00,2017-03-29,Quarta-feira
Lockhart,TX,Other,29,3,22:00:00,2017-03-29,Quarta-feira
Sonoma,CA,Formation,29,3,21:00:00,2017-03-29,Quarta-feira
Largo,FL,Sphere,29,3,20:30:00,2017-03-29,Quarta-feira
Orange,CA,Light,29,3,20:00:00,2017-03-29,Quarta-feira
Canby,OR,Circle,29,3,19:00:00,2017-03-29,Quarta-feira
Wrightwood,CA,Sphere,29,3,14:29:00,2017-03-29,Quarta-feira
Boulevard,CA,Circle,28,3,21:40:00,2017-03-28,Terça-feira
Brighton,MI,Light,28,3,20:50:00,2017-03-28,Terça-feira
Crescent,WI,Light,28,3,20:05:00,2017-03-28,Terça-feira
Madison,WI,Sphere,28,3,19:15:00,2017-03-28,Terça-feira
Oklahoma City,OK,Circle,27,3,23:00:00,2017-03-27,Segunda-feira
Springfield,MO,Disk,27,3,21:45:00,2017-03-27,Segunda-feira
Sarasota,FL,Light,27,3,20:30:00,2017-03-27,Segunda-feira
Bartow,FL,Light,27,3,20:30:00,2017-03-27,Segunda-feira
Shiprock,NM,Sphere,27,3,19:00:00,2017-03-27,Segunda-feira
Oklahoma City,OK,Other,27,3,17:00:00,2017-03-27,Segunda-feira
Golden,CO,Circle,27,3,01:30:00,2017-03-27,Segunda-feira
Fort Lauderdale,FL,Fireball,26,3,20:15:00,2017-03-26,Domingo
Coachella Valley,CA,Light,26,3,19:45:00,2017-03-26,Domingo
Covina,CA,Oval,26,3,12:30:00,2017-03-26,Domingo
Covina,CA,Circle,26,3,12:24:00,2017-03-26,Domingo
Pittsboro,NC,Triangle,26,3,01:00:00,2017-03-26,Domingo
Prescott Valley,AZ,Circle,26,3,00:58:00,2017-03-26,Domingo
Hamilton,OH,Formation,25,3,23:45:00,2017-03-25,Sábado
Davenport,FL,Circle,25,3,23:20:00,2017-03-25,Sábado
Orange Spring,FL,Circle,25,3,23:00:00,2017-03-25,Sábado
St. George,UT,Formation,25,3,22:35:00,2017-03-25,Sábado
Newport,RI,Circle,25,3,22:15:00,2017-03-25,Sábado
New York City (Queens),NY,Circle,25,3,21:50:00,2017-03-25,Sábado
Gig Harbor,WA,Other,25,3,18:00:00,2017-03-25,Sábado
Exeter,ME,Triangle,25,3,01:00:00,2017-03-25,Sábado
Englewood,FL,Other,24,3,20:50:00,2017-03-24,Sexta-feira
Goodyear,AZ,Triangle,24,3,16:14:00,2017-03-24,Sexta-feira
Orrington,ME,Light,24,3,03:15:00,2017-03-24,Sexta-feira
Albuquerque,NM,Circle,23,3,20:45:00,2017-03-23,Quinta-feira
Corrales,NM,Fireball,23,3,20:30:00,2017-03-23,Quinta-feira
Bullhead City,AZ,Circle,23,3,20:25:00,2017-03-23,Quinta-feira
Albuquerque,NM,Fireball,23,3,20:15:00,2017-03-23,Quinta-feira
Fairborn,OH,Disk,23,3,20:05:00,2017-03-23,Quinta-feira
Thomasville,NC,Light,23,3,20:00:00,2017-03-23,Quinta-feira
Tempe,AZ,Circle,23,3,19:30:00,2017-03-23,Quinta-feira
Danville,VA,Circle,23,3,14:00:00,2017-03-23,Quinta-feira
Asheville,NC,Cigar,23,3,07:50:00,2017-03-23,Quinta-feira
Nashville,TN,Disk,23,3,00:00:00,2017-03-23,Quinta-feira
Frederick,MD,Formation,22,3,22:25:00,2017-03-22,Quarta-feira
Dover,NH,Triangle,22,3,22:15:00,2017-03-22,Quarta-feira
North Richland Hills,TX,Light,22,3,21:30:00,2017-03-22,Quarta-feira
Sheboygan,WI,Fireball,22,3,20:00:00,2017-03-22,Quarta-feira
Murfreesboro,TN,Other,22,3,19:30:00,2017-03-22,Quarta-feira
Ilfeld,NM,Other,22,3,19:02:00,2017-03-22,Quarta-feira
