City,State,Shape,Sight_day,Sight_month,Sight_time,Sight_date,Sight_weekday
Holts Summit,MO,Light,8,12,19:30:00,2013-12-08,Domingo
Milo,MO,Sphere,21,1,17:30:00,2014-01-21,Terça-feira
Wappapello,MO,Light,20,1,20:00:00,2014-01-20,Segunda-feira
Kirksville,MO,Circle,18,1,22:30:00,2014-01-18,Sábado
Forsyth,MO,Fireball,16,1,19:00:00,2014-01-16,Quinta-feira
Holts Summit,MO,Changing,13,1,22:22:00,2014-01-13,Segunda-feira
Columbia,MO,Light,5,1,03:50:00,2014-01-05,Domingo
Imperial,MO,Other,28,2,22:30:00,2014-02-28,Sexta-feira
Benton,MO,Circle,27,2,00:00:00,2014-02-27,Quinta-feira
Savannah,MO,Other,22,2,05:35:00,2014-02-22,Sábado
(City not specified),MO,Other,21,2,19:45:00,2014-02-21,Sexta-feira
Wentzville,MO,Triangle,18,2,20:50:00,2014-02-18,Terça-feira
Trimble,MO,Disk,11,2,22:48:00,2014-02-11,Terça-feira
St. Louis,MO,Cigar,11,2,19:12:00,2014-02-11,Terça-feira
Afton,MO,Sphere,11,2,19:03:00,2014-02-11,Terça-feira
O'Fallon,MO,Triangle,30,3,22:30:00,2014-03-30,Domingo
St. Louis,MO,Light,20,3,20:35:00,2014-03-20,Quinta-feira
Hermann,MO,Circle,15,3,21:16:00,2014-03-15,Sábado
Chesterfield,MO,Light,5,3,20:13:00,2014-03-05,Quarta-feira
Troy,MO,Circle,26,4,20:53:00,2014-04-26,Sábado
Ozark (5 miles south of),MO,Triangle,21,4,22:20:00,2014-04-21,Segunda-feira
Villa Ridge,MO,Fireball,18,4,22:20:00,2014-04-18,Sexta-feira
Branson,MO,Triangle,16,4,22:40:00,2014-04-16,Quarta-feira
Kansas City,MO,Sphere,16,4,01:14:00,2014-04-16,Quarta-feira
Pevely,MO,Other,11,4,21:00:00,2014-04-11,Sexta-feira
Pevely,MO,Disk,11,4,20:30:00,2014-04-11,Sexta-feira
Cape Girardeau,MO,Circle,6,4,04:00:00,2014-04-06,Domingo
St. Charles,MO,Triangle,1,4,20:30:00,2014-04-01,Terça-feira
Springfield,MO,Sphere,31,5,23:40:00,2014-05-31,Sábado
House Springs,MO,Light,27,5,23:00:00,2014-05-27,Terça-feira
St. Charles,MO,Sphere,24,5,21:30:00,2014-05-24,Sábado
Cameron,MO,Sphere,20,5,21:30:00,2014-05-20,Terça-feira
Warrenton,MO,Fireball,17,5,22:48:00,2014-05-17,Sábado
De Soto,MO,Light,17,5,21:00:00,2014-05-17,Sábado
St. Louis,MO,Sphere,9,5,20:45:00,2014-05-09,Sexta-feira
Hillsboro,MO,Fireball,7,5,21:20:00,2014-05-07,Quarta-feira
St. Louis,MO,Fireball,6,5,22:30:00,2014-05-06,Terça-feira
St. Louis,MO,Fireball,1,5,19:35:00,2014-05-01,Quinta-feira
Harvester,MO,Fireball,27,6,23:11:00,2014-06-27,Sexta-feira
Union,MO,Oval,27,6,21:22:00,2014-06-27,Sexta-feira
St. Peters,MO,Disk,27,6,00:00:00,2014-06-27,Sexta-feira
Krakow,MO,Circle,25,6,14:00:00,2014-06-25,Quarta-feira
Ozark,MO,Light,24,6,21:34:00,2014-06-24,Terça-feira
Richmond,MO,Oval,24,6,06:55:00,2014-06-24,Terça-feira
Hartville,MO,Light,22,6,00:30:00,2014-06-22,Domingo
Fredericktown,MO,Light,21,6,21:00:00,2014-06-21,Sábado
Wappapello,MO,Circle,21,6,16:00:00,2014-06-21,Sábado
Hillsboro,MO,Rectangle,21,6,04:45:00,2014-06-21,Sábado
O'Fallon,MO,Fireball,20,6,20:45:00,2014-06-20,Sexta-feira
Warrensburg,MO,Triangle,14,6,22:15:00,2014-06-14,Sábado
Holts Summit,MO,Triangle,14,6,21:40:00,2014-06-14,Sábado
Holts Summit,MO,Triangle,14,6,21:34:00,2014-06-14,Sábado
St. Louis,MO,Triangle,14,6,21:00:00,2014-06-14,Sábado
Hermann,MO,Triangle,14,6,21:00:00,2014-06-14,Sábado
St. Louis (Webster Groves),MO,Light,14,6,21:00:00,2014-06-14,Sábado
St. Louis,MO,Triangle,14,6,19:00:00,2014-06-14,Sábado
Merriam Woods,MO,Other,14,6,10:30:00,2014-06-14,Sábado
Hermann,MO,Triangle,14,6,09:30:00,2014-06-14,Sábado
Kansas City,MO,Light,13,6,22:32:00,2014-06-13,Sexta-feira
St. Peters,MO,Triangle,12,6,02:35:00,2014-06-12,Quinta-feira
St. Louis,MO,Disk,9,6,19:30:00,2014-06-09,Segunda-feira
Ashland,MO,Light,8,6,00:15:00,2014-06-08,Domingo
Gladstone,MO,Triangle,1,6,22:30:00,2014-06-01,Domingo
Osage Beach,MO,Light,24,7,21:00:00,2014-07-24,Quinta-feira
Richmond Heights,MO,Light,24,7,19:00:00,2014-07-24,Quinta-feira
Kansas City,MO,Light,24,7,03:15:00,2014-07-24,Quinta-feira
Kansas City,MO,Light,19,7,22:00:00,2014-07-19,Sábado
Weldon Springs,MO,Triangle,19,7,00:22:00,2014-07-19,Sábado
Weldon Spring,MO,Triangle,18,7,22:00:00,2014-07-18,Sexta-feira
Tarkio,MO,Circle,14,7,20:45:00,2014-07-14,Segunda-feira
Piedmont,MO,Fireball,12,7,21:45:00,2014-07-12,Sábado
Fulton,MO,Cigar,12,7,20:35:00,2014-07-12,Sábado
Mountain View,MO,Light,9,7,21:00:00,2014-07-09,Quarta-feira
Kansas City,MO,Disk,7,7,22:00:00,2014-07-07,Segunda-feira
Kearney,MO,Circle,6,7,23:00:00,2014-07-06,Domingo
Springfield,MO,Fireball,5,7,22:15:00,2014-07-05,Sábado
Seneca,MO,Oval,5,7,22:05:00,2014-07-05,Sábado
St. Peters,MO,Circle,5,7,21:53:00,2014-07-05,Sábado
Cottleville,MO,Fireball,4,7,23:15:00,2014-07-04,Sexta-feira
Bolivar,MO,Other,4,7,23:03:00,2014-07-04,Sexta-feira
Raymore,MO,Fireball,4,7,22:39:00,2014-07-04,Sexta-feira
Fenton,MO,Triangle,4,7,22:38:00,2014-07-04,Sexta-feira
Lohman,MO,Light,4,7,22:00:00,2014-07-04,Sexta-feira
St. Charles,MO,Triangle,4,7,00:00:00,2014-07-04,Sexta-feira
Maryville,MO,Light,3,7,21:15:00,2014-07-03,Quinta-feira
Lee's Summit,MO,Circle,30,8,05:30:00,2014-08-30,Sábado
St. Louis,MO,Triangle,26,8,23:30:00,2014-08-26,Terça-feira
Joplin,MO,Disk,26,8,22:01:00,2014-08-26,Terça-feira
Cherokee Pass,MO,Light,24,8,22:00:00,2014-08-24,Domingo
Greenville,MO,Circle,22,8,01:54:00,2014-08-22,Sexta-feira
Gainesville,MO,Light,20,8,21:00:00,2014-08-20,Quarta-feira
Sarcoxie,MO,Light,14,8,21:25:00,2014-08-14,Quinta-feira
Harrisonville,MO,Fireball,10,8,21:00:00,2014-08-10,Domingo
Granby,MO,Sphere,10,8,02:10:00,2014-08-10,Domingo
Eldridge,MO,Circle,8,8,21:00:00,2014-08-08,Sexta-feira
Blue Eye,MO,Light,8,8,20:00:00,2014-08-08,Sexta-feira
St. Louis,MO,Light,2,8,21:20:00,2014-08-02,Sábado
Lee Summitt,MO,Circle,30,9,00:00:00,2014-09-30,Terça-feira
Cape Girardeau,MO,Sphere,29,9,22:00:00,2014-09-29,Segunda-feira
Cottleville,MO,Triangle,27,9,23:00:00,2014-09-27,Sábado
Garden City,MO,Fireball,27,9,22:47:00,2014-09-27,Sábado
Kansas city,MO,Disk,27,9,01:00:00,2014-09-27,Sábado
Republic,MO,Changing,25,9,20:00:00,2014-09-25,Quinta-feira
St. Peters,MO,Triangle,25,9,09:00:00,2014-09-25,Quinta-feira
Springfield,MO,Circle,23,9,03:00:00,2014-09-23,Terça-feira
Smithville,MO,Triangle,21,9,02:00:00,2014-09-21,Domingo
Arnold,MO,Light,14,9,21:00:00,2014-09-14,Domingo
Town and Country,MO,Light,13,9,20:30:00,2014-09-13,Sábado
Maryville,MO,Light,12,9,23:50:00,2014-09-12,Sexta-feira
O'Fallon,MO,Formation,10,9,21:00:00,2014-09-10,Quarta-feira
Wentzville,MO,Oval,7,9,03:15:00,2014-09-07,Domingo
Long Lane,MO,Triangle,1,9,20:00:00,2014-09-01,Segunda-feira
Liberty,MO,Light,25,10,22:00:00,2014-10-25,Sábado
Eldon,MO,Triangle,25,10,19:15:00,2014-10-25,Sábado
Columbia,MO,Disk,21,10,15:49:00,2014-10-21,Terça-feira
Arnold,MO,Rectangle,18,10,22:00:00,2014-10-18,Sábado
Afton,MO,Triangle,18,10,01:23:00,2014-10-18,Sábado
Saint Charles,MO,Circle,17,10,17:00:00,2014-10-17,Sexta-feira
St. Peters,MO,Other,16,10,08:00:00,2014-10-16,Quinta-feira
St. Louis,MO,Fireball,11,10,23:00:00,2014-10-11,Sábado
Eldon,MO,Rectangle,6,10,22:25:00,2014-10-06,Segunda-feira
O'Fallon,MO,Formation,6,10,03:00:00,2014-10-06,Segunda-feira
Kansas City,MO,Circle,5,10,21:30:00,2014-10-05,Domingo
Sarcoxie,MO,Other,30,11,19:30:00,2014-11-30,Domingo
St. Louis,MO,Other,21,11,18:30:00,2014-11-21,Sexta-feira
Long Lane,MO,Changing,10,11,19:30:00,2014-11-10,Segunda-feira
Anderson,MO,Changing,9,11,19:35:00,2014-11-09,Domingo
Maryland Heights,MO,Triangle,16,12,17:15:00,2014-12-16,Terça-feira
Republic,MO,Circle,8,12,22:40:00,2014-12-08,Segunda-feira
Independence,MO,Disk,3,12,17:00:00,2014-12-03,Quarta-feira
Joplin,MO,Sphere,27,1,13:30:00,2015-01-27,Terça-feira
Bridgeton,MO,Formation,24,1,19:45:00,2015-01-24,Sábado
Brentwood,MO,Rectangle,19,1,22:45:00,2015-01-19,Segunda-feira
St. Peters,MO,Rectangle,19,1,18:00:00,2015-01-19,Segunda-feira
Waynesville,MO,Disk,15,1,17:30:00,2015-01-15,Quinta-feira
Waynesville,MO,Formation,2,1,02:00:00,2015-01-02,Sexta-feira
Oakville,MO,Sphere,1,1,00:04:00,2015-01-01,Quinta-feira
St. Peters,MO,Fireball,1,1,00:02:00,2015-01-01,Quinta-feira
Montreal,MO,Other,11,2,18:05:00,2015-02-11,Quarta-feira
Rolla,MO,Rectangle,10,2,05:30:00,2015-02-10,Terça-feira
Carthage,MO,Fireball,6,2,21:00:00,2015-02-06,Sexta-feira
Cape Girardeau,MO,Sphere,6,2,19:58:00,2015-02-06,Sexta-feira
Columbia,MO,Rectangle,21,3,22:35:00,2015-03-21,Sábado
O'Fallon,MO,Fireball,21,3,11:25:00,2015-03-21,Sábado
O'Fallon,MO,Formation,15,3,21:45:00,2015-03-15,Domingo
Kansas City,MO,Fireball,12,3,21:00:00,2015-03-12,Quinta-feira
Cape Girardeau,MO,Sphere,26,4,21:18:00,2015-04-26,Domingo
Rogersville,MO,Oval,24,4,14:00:00,2015-04-24,Sexta-feira
Columbia,MO,Circle,19,4,18:56:00,2015-04-19,Domingo
Marshall,MO,Disk,16,4,22:30:00,2015-04-16,Quinta-feira
Independence,MO,Circle,11,4,10:00:00,2015-04-11,Sábado
Bernie,MO,Light,3,4,21:00:00,2015-04-03,Sexta-feira
Concordia,MO,Triangle,1,4,16:00:00,2015-04-01,Quarta-feira
St. Louis,MO,Rectangle,7,5,12:05:00,2015-05-07,Quinta-feira
Hannibal,MO,Sphere,2,5,21:10:00,2015-05-02,Sábado
Fredericktown,MO,Flash,2,5,21:00:00,2015-05-02,Sábado
Housesprings,MO,Disk,30,6,21:00:00,2015-06-30,Terça-feira
St. Peters,MO,Formation,27,6,21:45:00,2015-06-27,Sábado
Arnold,MO,Sphere,25,6,19:50:00,2015-06-25,Quinta-feira
Union,MO,Changing,23,6,21:00:00,2015-06-23,Terça-feira
Farmington,MO,Light,17,6,21:00:00,2015-06-17,Quarta-feira
St. Louis,MO,Disk,9,6,13:00:00,2015-06-09,Terça-feira
Lee's Summit,MO,Triangle,9,6,00:05:00,2015-06-09,Terça-feira
Arnold,MO,Fireball,26,7,21:47:00,2015-07-26,Domingo
Bolivar,MO,Triangle,24,7,23:15:00,2015-07-24,Sexta-feira
Winfield,MO,Oval,24,7,21:15:00,2015-07-24,Sexta-feira
Lee's Summit,MO,Light,19,7,19:00:00,2015-07-19,Domingo
O'Fallon,MO,Other,17,7,04:30:00,2015-07-17,Sexta-feira
Clarksburg,MO,Light,5,7,00:00:00,2015-07-05,Domingo
Columbia,MO,Light,4,7,21:55:00,2015-07-04,Sábado
Pacific,MO,Oval,4,7,21:50:00,2015-07-04,Sábado
Farmington,MO,Light,4,7,21:10:00,2015-07-04,Sábado
Independence,MO,Other,4,7,17:00:00,2015-07-04,Sábado
Butler,MO,Circle,4,7,00:40:00,2015-07-04,Sábado
Chillicothe,MO,Circle,4,7,00:15:00,2015-07-04,Sábado
Weldon Spring,MO,Circle,3,7,22:00:00,2015-07-03,Sexta-feira
Fenton,MO,Triangle,29,8,20:25:00,2015-08-29,Sábado
Liberty,MO,Fireball,25,8,14:26:00,2015-08-25,Terça-feira
St. Louis,MO,Sphere,20,8,21:15:00,2015-08-20,Quinta-feira
Fenton,MO,Triangle,15,8,21:10:00,2015-08-15,Sábado
O'Fallon,MO,Triangle,6,8,20:45:00,2015-08-06,Quinta-feira
Lees Summit,MO,Triangle,2,8,00:00:00,2015-08-02,Domingo
Lees Summit,MO,Light,26,9,10:30:00,2015-09-26,Sábado
Columbia,MO,Light,25,9,21:00:00,2015-09-25,Sexta-feira
Kansas City (entering from I-70 west),MO,Light,19,9,19:30:00,2015-09-19,Sábado
Springfield,MO,Light,18,9,17:37:00,2015-09-18,Sexta-feira
Gainesville,MO,Triangle,16,9,21:00:00,2015-09-16,Quarta-feira
House Springs,MO,Circle,13,9,04:30:00,2015-09-13,Domingo
Farmington,MO,Fireball,1,9,21:00:00,2015-09-01,Terça-feira
Afton,MO,Rectangle,30,10,08:00:00,2015-10-30,Sexta-feira
Columbia,MO,Oval,26,10,18:45:00,2015-10-26,Segunda-feira
St. Louis,MO,Light,16,10,10:19:00,2015-10-16,Sexta-feira
Gainesville,MO,Triangle,12,10,19:00:00,2015-10-12,Segunda-feira
Marble Hill,MO,Other,5,10,01:00:00,2015-10-05,Segunda-feira
Saint Joseph,MO,Oval,2,10,07:08:00,2015-10-02,Sexta-feira
Arnold,MO,Other,30,11,21:00:00,2015-11-30,Segunda-feira
Columbia,MO,Light,23,11,17:52:00,2015-11-23,Segunda-feira
Ballwin,MO,Other,22,11,05:30:00,2015-11-22,Domingo
Ballwin,MO,Triangle,22,11,04:30:00,2015-11-22,Domingo
St. Joseph,MO,Cigar,19,11,01:10:00,2015-11-19,Quinta-feira
St. Louis,MO,Other,18,11,19:20:00,2015-11-18,Quarta-feira
Taylor,MO,Changing,18,11,18:30:00,2015-11-18,Quarta-feira
Moberly,MO,Triangle,13,11,11:55:00,2015-11-13,Sexta-feira
Eureka,MO,Triangle,1,11,21:05:00,2015-11-01,Domingo
Desoto,MO,Triangle,1,11,21:00:00,2015-11-01,Domingo
Lee's Summit,MO,Sphere,30,12,09:15:00,2015-12-30,Quarta-feira
St. Charles,MO,Other,23,12,16:00:00,2015-12-23,Quarta-feira
Springfield,MO,Formation,23,12,05:30:00,2015-12-23,Quarta-feira
St. Louis County,MO,Circle,5,12,18:00:00,2015-12-05,Sábado
Catawissa/Burnsville,MO,Triangle,4,12,20:00:00,2015-12-04,Sexta-feira
Springfield,MO,Rectangle,29,1,14:10:00,2016-01-29,Sexta-feira
St. Louis,MO,Light,27,1,18:00:00,2016-01-27,Quarta-feira
Houston,MO,Cigar,12,1,17:40:00,2016-01-12,Terça-feira
Joplin,MO,Cigar,12,1,17:30:00,2016-01-12,Terça-feira
St. Louis,MO,Fireball,11,1,17:03:00,2016-01-11,Segunda-feira
Warrensburg,MO,Circle,4,1,20:00:00,2016-01-04,Segunda-feira
Fenton,MO,Fireball,1,1,00:38:00,2016-01-01,Sexta-feira
Crystal City,MO,Light,1,1,00:01:00,2016-01-01,Sexta-feira
Arnold,MO,Triangle,1,1,00:00:00,2016-01-01,Sexta-feira
Stover,MO,Formation,29,2,19:20:00,2016-02-29,Segunda-feira
"Bolivar, Hermitage, and Urbana",MO,Light,29,2,18:45:00,2016-02-29,Segunda-feira
Marshfield,MO,Triangle,28,2,22:35:00,2016-02-28,Domingo
Farmington,MO,Changing,27,2,21:45:00,2016-02-27,Sábado
Lebanon,MO,Fireball,22,2,19:00:00,2016-02-22,Segunda-feira
Gainesville,MO,Triangle,19,2,18:30:00,2016-02-19,Sexta-feira
Fenton,MO,Light,6,2,19:15:00,2016-02-06,Sábado
Lake Ozark,MO,Circle,2,2,18:30:00,2016-02-02,Terça-feira
Wentzvillle,MO,Light,28,3,20:45:00,2016-03-28,Segunda-feira
Independence,MO,Light,18,3,18:00:00,2016-03-18,Sexta-feira
Marshall,MO,Other,17,3,06:05:00,2016-03-17,Quinta-feira
Jefferson City,MO,Sphere,7,3,19:05:00,2016-03-07,Segunda-feira
California,MO,Formation,1,3,20:10:00,2016-03-01,Terça-feira
Kansas City,MO,Light,23,4,05:00:00,2016-04-23,Sábado
Mount Vernon,MO,Circle,23,4,02:28:00,2016-04-23,Sábado
Branson,MO,Other,22,4,17:50:00,2016-04-22,Sexta-feira
Dederick,MO,Changing,22,4,14:10:00,2016-04-22,Sexta-feira
Jefferson City,MO,Triangle,19,4,21:30:00,2016-04-19,Terça-feira
Dederick,MO,Circle,16,4,21:00:00,2016-04-16,Sábado
St. Robert,MO,Disk,15,4,22:35:00,2016-04-15,Sexta-feira
Branson ((possibly; unsure)),MO,Flash,8,4,04:30:00,2016-04-08,Sexta-feira
Warsaw,MO,Other,24,5,22:00:00,2016-05-24,Terça-feira
Camdenton,MO,Light,23,5,21:30:00,2016-05-23,Segunda-feira
Lee's Summit,MO,Light,11,5,07:00:00,2016-05-11,Quarta-feira
Independence,MO,Oval,1,5,01:00:00,2016-05-01,Domingo
Lake of the Ozarks,MO,Flash,28,6,22:30:00,2016-06-28,Terça-feira
Brookline Station,MO,Circle,22,6,22:00:00,2016-06-22,Quarta-feira
Des Peres,MO,Light,11,6,21:45:00,2016-06-11,Sábado
St. Louis,MO,Light,10,6,20:30:00,2016-06-10,Sexta-feira
Buffalo,MO,Light,7,6,20:00:00,2016-06-07,Terça-feira
St. Charles,MO,Flash,6,6,11:45:00,2016-06-06,Segunda-feira
Troy (NW of),MO,Flash,6,6,11:42:00,2016-06-06,Segunda-feira
Elkland,MO,Oval,6,6,11:15:00,2016-06-06,Segunda-feira
Cedarcreek,MO,Cigar,6,6,10:30:00,2016-06-06,Segunda-feira
Foristell,MO,Light,30,7,23:15:00,2016-07-30,Sábado
I-49 south toward Joplin,MO,Disk,26,7,19:00:00,2016-07-26,Terça-feira
Springfield,MO,Fireball,20,7,22:15:00,2016-07-20,Quarta-feira
Chesterfield,MO,Light,10,7,20:22:00,2016-07-10,Domingo
Lathrop,MO,Circle,8,7,21:30:00,2016-07-08,Sexta-feira
Arrow Rock,MO,Flash,8,7,01:00:00,2016-07-08,Sexta-feira
Jasper,MO,Flash,6,7,22:38:00,2016-07-06,Quarta-feira
Union,MO,Circle,4,7,00:00:00,2016-07-04,Segunda-feira
Lees Summit,MO,Sphere,1,7,22:00:00,2016-07-01,Sexta-feira
St. Louis,MO,Light,29,8,20:00:00,2016-08-29,Segunda-feira
Kansas City/Columbia (between),MO,Triangle,23,8,17:30:00,2016-08-23,Terça-feira
Oak Grove,MO,Circle,22,8,21:00:00,2016-08-22,Segunda-feira
Columbia,MO,Circle,21,8,11:24:00,2016-08-21,Domingo
Kansas City,MO,Circle,17,8,21:00:00,2016-08-17,Quarta-feira
St. Peters,MO,Circle,12,8,19:00:00,2016-08-12,Sexta-feira
Morse Mill,MO,Triangle,11,8,01:00:00,2016-08-11,Quinta-feira
St. Louis,MO,Light,2,8,02:30:00,2016-08-02,Terça-feira
Florissant,MO,Fireball,1,8,23:04:00,2016-08-01,Segunda-feira
St. Louis,MO,Flash,27,9,21:00:00,2016-09-27,Terça-feira
Gray Summit,MO,Light,24,9,20:00:00,2016-09-24,Sábado
O'Fallon,MO,Light,14,9,20:30:00,2016-09-14,Quarta-feira
Dixon,MO,Circle,13,9,20:15:00,2016-09-13,Terça-feira
St. Louis,MO,Triangle,4,9,21:30:00,2016-09-04,Domingo
Hurley,MO,Light,3,9,23:00:00,2016-09-03,Sábado
High Ridge,MO,Circle,3,9,20:30:00,2016-09-03,Sábado
Springfield,MO,Light,2,9,21:14:00,2016-09-02,Sexta-feira
Trenton,MO,Sphere,22,10,23:20:00,2016-10-22,Sábado
Springfield,MO,Triangle,21,10,22:40:00,2016-10-21,Sexta-feira
Florissant,MO,Fireball,15,10,22:00:00,2016-10-15,Sábado
St. Peters,MO,Other,14,10,22:00:00,2016-10-14,Sexta-feira
Hayti,MO,Disk,11,10,23:10:00,2016-10-11,Terça-feira
Lake of the Ozarks,MO,Fireball,11,10,22:00:00,2016-10-11,Terça-feira
Branson,MO,Light,4,10,04:00:00,2016-10-04,Terça-feira
High Ridge,MO,Oval,1,10,20:00:00,2016-10-01,Sábado
Ste. Genevieve,MO,Light,28,11,18:48:00,2016-11-28,Segunda-feira
Waynesville,MO,Light,28,11,18:30:00,2016-11-28,Segunda-feira
Mountain View,MO,Fireball,9,11,05:15:00,2016-11-09,Quarta-feira
Palmyra,MO,Light,6,11,20:12:00,2016-11-06,Domingo
Columbia,MO,Light,27,12,21:15:00,2016-12-27,Terça-feira
Springfield,MO,Oval,21,12,17:30:00,2016-12-21,Quarta-feira
Town and Country,MO,Light,19,12,06:50:00,2016-12-19,Segunda-feira
Smithville,MO,Circle,12,12,06:20:00,2016-12-12,Segunda-feira
St. Clair,MO,Light,8,12,17:30:00,2016-12-08,Quinta-feira
Strafford,MO,Rectangle,31,1,04:00:00,2017-01-31,Terça-feira
Steelville,MO,Light,23,1,20:30:00,2017-01-23,Segunda-feira
Ozark,MO,Other,16,1,18:15:00,2017-01-16,Segunda-feira
Hillsboro,MO,Changing,10,1,18:45:00,2017-01-10,Terça-feira
Festus,MO,Oval,23,2,00:37:00,2017-02-23,Quinta-feira
Raymore,MO,Flash,18,2,03:00:00,2017-02-18,Sábado
Cape Girardeau,MO,Light,15,2,18:48:00,2017-02-15,Quarta-feira
Bridgeton,MO,Formation,9,2,18:00:00,2017-02-09,Quinta-feira
St. Charles,MO,Other,3,2,10:23:00,2017-02-03,Sexta-feira
Eureka,MO,Disk,1,2,00:00:00,2017-02-01,Quarta-feira
Fort Leonard Wood,MO,Disk,1,2,22:15:00,2017-02-01,Quarta-feira
Springfield,MO,Disk,27,3,21:45:00,2017-03-27,Segunda-feira
Kansas City,MO,Formation,22,3,01:00:00,2017-03-22,Quarta-feira
St. Louis,MO,Fireball,21,3,20:15:00,2017-03-21,Terça-feira
Rolla,MO,Oval,20,3,20:27:00,2017-03-20,Segunda-feira
Rolla,MO,Oval,20,3,20:27:00,2017-03-20,Segunda-feira
Bartlett,MO,Other,17,3,23:00:00,2017-03-17,Sexta-feira
Springfield,MO,Disk,16,3,00:00:00,2017-03-16,Quinta-feira
St. Robert,MO,Light,15,3,13:28:00,2017-03-15,Quarta-feira
St. Louis,MO,Light,9,3,20:30:00,2017-03-09,Quinta-feira
Saint Joseph,MO,Sphere,9,3,05:55:00,2017-03-09,Quinta-feira
Lockwood,MO,Triangle,8,3,23:30:00,2017-03-08,Quarta-feira
Springfield,MO,Triangle,2,3,20:00:00,2017-03-02,Quinta-feira
Wentzville,MO,Flash,30,4,01:23:00,2017-04-30,Domingo
Fenton,MO,Changing,24,4,12:00:00,2017-04-24,Segunda-feira
Columbia,MO,Sphere,20,4,20:07:00,2017-04-20,Quinta-feira
Columbia,MO,Sphere,20,4,19:55:00,2017-04-20,Quinta-feira
Cape Girardeau,MO,Sphere,19,4,08:16:00,2017-04-19,Quarta-feira
St. Louis,MO,Formation,6,4,19:40:00,2017-04-06,Quinta-feira
Birch Tree,MO,Light,30,5,01:45:00,2017-05-30,Terça-feira
Eminence,MO,Circle,28,5,20:56:00,2017-05-28,Domingo
St. Ann,MO,Oval,28,5,05:00:00,2017-05-28,Domingo
Lake St. Louis,MO,Flash,8,5,05:15:00,2017-05-08,Segunda-feira
Ballwin,MO,Light,26,6,12:10:00,2017-06-26,Segunda-feira
Lampe,MO,Formation,25,6,21:20:00,2017-06-25,Domingo
Independence,MO,Changing,25,6,04:00:00,2017-06-25,Domingo
New Bloomfield,MO,Circle,24,6,21:30:00,2017-06-24,Sábado
Independence,MO,Changing,21,6,03:00:00,2017-06-21,Quarta-feira
Kansas City,MO,Triangle,20,6,04:22:00,2017-06-20,Terça-feira
Lee's Summit,MO,Circle,19,6,23:00:00,2017-06-19,Segunda-feira
St. Peters,MO,Light,17,6,22:30:00,2017-06-17,Sábado
St. Louis,MO,Sphere,15,6,21:10:00,2017-06-15,Quinta-feira
St. Louis,MO,Light,14,6,21:46:00,2017-06-14,Quarta-feira
Waynesville,MO,Formation,14,6,02:00:00,2017-06-14,Quarta-feira
Springfield,MO,Light,12,6,22:30:00,2017-06-12,Segunda-feira
St. Peters,MO,Disk,10,6,21:00:00,2017-06-10,Sábado
Independence,MO,Changing,10,6,03:00:00,2017-06-10,Sábado
Moscow Mills,MO,Light,25,7,02:00:00,2017-07-25,Terça-feira
Nixa,MO,Light,24,7,23:50:00,2017-07-24,Segunda-feira
Columbia,MO,Light,23,7,21:00:00,2017-07-23,Domingo
Jefferson City,MO,Other,22,7,21:55:00,2017-07-22,Sábado
Chesterfield,MO,Cigar,21,7,04:20:00,2017-07-21,Sexta-feira
Deepwater,MO,Light,20,7,22:32:00,2017-07-20,Quinta-feira
Pulaski,MO,Triangle,16,7,23:30:00,2017-07-16,Domingo
Independence,MO,Light,16,7,03:30:00,2017-07-16,Domingo
Osage Beach,MO,Triangle,11,7,01:50:00,2017-07-11,Terça-feira
Chamois,MO,Circle,8,7,22:23:00,2017-07-08,Sábado
Florissant,MO,Other,4,7,21:00:00,2017-07-04,Terça-feira
Springfield,MO,Rectangle,3,7,20:00:00,2017-07-03,Segunda-feira
Camdenton,MO,Rectangle,3,7,12:35:00,2017-07-03,Segunda-feira
O'Fallon,MO,Fireball,2,7,22:10:00,2017-07-02,Domingo
Sullivan,MO,Triangle,2,7,10:02:00,2017-07-02,Domingo
Lees Summit,MO,Light,31,8,02:16:00,2017-08-31,Quinta-feira
O'Fallon,MO,Fireball,28,8,23:00:00,2017-08-28,Segunda-feira
Kansas City,MO,Fireball,27,8,22:10:00,2017-08-27,Domingo
Bridgeton,MO,Light,19,8,22:40:00,2017-08-19,Sábado
Belton,MO,Light,8,8,22:10:00,2017-08-08,Terça-feira
Overland,MO,Light,8,8,21:00:00,2017-08-08,Terça-feira
Wheatland,MO,Light,1,8,21:00:00,2017-08-01,Terça-feira
Winston-Salem (north of),NC,Circle,1,6,10:30:00,1998-06-01,Segunda-feira
Fort Bragg,NC,Triangle,20,9,01:15:00,1998-09-20,Domingo
Yadkinville,NC,Fireball,25,10,21:00:00,1999-10-25,Segunda-feira
Rocky Mount,NC,Cigar,24,11,21:00:00,1999-11-24,Quarta-feira
Gibsonville,NC,Sphere,16,12,07:15:00,1999-12-16,Quinta-feira
Cary,NC,Other,1,6,21:00:00,2000-06-01,Quinta-feira
Greensboro,NC,Oval,15,10,22:00:00,2000-10-15,Domingo
Murphy,NC,Light,24,5,22:00:00,2001-05-24,Quinta-feira
Hilton Head,NC,Light,1,6,23:00:00,2001-06-01,Sexta-feira
Boone,NC,Triangle,15,7,23:00:00,2001-07-15,Domingo
Valdese,NC,Triangle,15,10,17:00:00,2001-10-15,Segunda-feira
Newport,NC,Circle,15,10,10:00:00,2001-10-15,Segunda-feira
